Category Code,Product Code,Name,Description,Scan Identifier,Requires Customization,Length (mm),Width (mm),Height (mm),Weight (gms),EAN,UPC,ISBN,Color,Size,Brand,Item Detail Fields,Tags,Image Url,Product Page Url,Tax Type Code,Base Price,Cost Price,MRP,Updated,Category Name,Enabled,Type,TAT,Component Product Code,Component Quantity,Component Price,Virtual Inventory
VK_AU,BCAMLOCK0003,Autofy Button Remote Key Universal Anti-Theft Alarm System for All Bikes,,B01KLP0LGG,FALSE,1,1,1,1,1,SDL043892601,CHINA SEC COMPANY,Multi colour,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/BCAMLOCK0003/1.jpg,,DEFAULT,,,1999,01/04/2017 11:23,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0001,HRU U2 Chrome colour Universal Projector Fog Light for All Bikes,B01KLP0LIE,B01KLP0LIE,FALSE,1,1,1,1,1,SDL590708177,LED Company China,Chrome,China,HRU,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0001/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0001/,DEFAULT,,,999,06/04/2017 11:19,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMUSB0001,Autofy Black Universal Mobile USB Charger for All Bikes,B01KLP0RN8,B01KLP0RN8,FALSE,1,1,1,1,1,SDL753491450,Autofy-Porado-India,Black,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMUSB0001/MAIN.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMUSB0001/,DEFAULT,,,599,18/03/2017 13:34,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLOCK0001,HRU Flip-Folding Key Universal Anti-Theft Alarm System for All Bikes,B01KLP0LES,B01KLP0LES,FALSE,1,1,1,1,1,SDL508696986,Security Company China,Black,China,HRU,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0001/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0001/,DEFAULT,,,1999,29/05/2017 15:34,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMSWITCH_TOGGLE,TOGGLE SWITCH,,VKAMSWITCH_TOGGLE,FALSE,1,1,1,1,1,,Autofy-India,Dummy Red,India,Autofy,,,DEFAULT,,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,PGBSY00002-00,HRU My Bike Combo- DEFAULT,,PGBSY00002-00,FALSE,1,1,1,1,,,,,,,,,,,,,,,08/08/2016 16:05,Vendorskart_Automotive,TRUE,BUNDLE,,VKAMLIGHT0001,2,240,0
VK_AU,PGBSY00002-00,HRU My Bike Combo- DEFAULT,,PGBSY00002-00,FALSE,1,1,1,1,,,,,,,,,,,,,,,08/08/2016 16:05,Vendorskart_Automotive,TRUE,BUNDLE,,VKAMUSB0001,1,110,0
VK_AU,PGBSY00002-00,HRU My Bike Combo- DEFAULT,,PGBSY00002-00,FALSE,1,1,1,1,,,,,,,,,,,,,,,08/08/2016 16:05,Vendorskart_Automotive,TRUE,BUNDLE,,VKAMSWITCH_TOGGLE,1,8,0
VK_AU,VKAMLIGHT0005,HRU Dual Angel Ring COB LED Universal Projector Fog Light for All Bikes,B01KLP0RTW,B01KLP0RTW,FALSE,1,1,1,1,1,SDL923881803,LED Company China,Blue & Red,China,HRU,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0005/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0005/,DEFAULT,,,1999,07/02/2017 12:43,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMHORN0001,Autofy  Bolex Windtone Black Universal Horn for All Bikes (Set of 2),B01KLP0RWE,B01KLP0RWE,FALSE,1,1,1,1,Set of 2,SDL366150446,Autofy - India,Black,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMHORN0001/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMHORN0001/,DEFAULT,,,599,21/02/2017 11:21,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0007_Red-Red,Autofy Red LED Universal Strobe Lights for All Bikes (Set of 2),B01KLP0RQK,B01KLP0RQK,FALSE,1,1,1,1,1,,LED Company China,Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0007_Red-Red/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0007_Red-Red/,DEFAULT,,,499,02/06/2017 12:48,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLOCK0006,[HRU-DiscLock-Black] Autofy Universal Disc Brake Lock For Two Wheelers (Black),1 Disc Lock,B0725CHCWD,FALSE,100,500,10,200,,,,Black,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0006/MAIN.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0006/,DEFAULT,,,499,08/05/2017 15:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLOCK0002,Autofy Long Key Universal Anti-Theft Alarm System for All Bikes,B01KLP0LBG,B01KLP0LBG,FALSE,1,1,1,1,1,SDL613787816,Security Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLOCK0002/,DEFAULT,,,1599,28/01/2017 14:14,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAM2P2_0001,Two Plus Two Normal,,VKAM2P2_0001,FALSE,1,1,1,1,Set of 2,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMCHROME_SWIFT,HRU Fog Lamp Bezel Chrome for Maruti Suzuki Swift (Set of 2),B01KLP22L8,B01KLP22L8,FALSE,1,1,1,1,Set of 2,SDL718394021,Autofy - India,Chrome,India,HRU,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_SWIFT/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_SWIFT/,,,,799,07/02/2017 17:35,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMCHROME_MAESTRO,Autofy Headlight Tail Light Indicator Plate Chrome for Hero Maestro (Set of 3),B01KLP22XQ,B01KLP22XQ,FALSE,1,1,1,1,Set,SDL319116693,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_MAESTRO/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_MAESTRO/,,,,1299,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMCHROME_ACTIVA,HRU Headlight Tail Light Indicator Plate Chrome for Honda Activa (Set of 6),B01KLP22QI,B01KLP22QI,FALSE,1,1,1,1,Set of 6,SDL319086535,Autofy - India,Chrome,India,HRU,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_ACTIVA/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_ACTIVA/,,,,1299,07/02/2017 17:46,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0006,Autofy M3 LED Universal Headlight for All Bikes,B01KLP0RRE,B01KLP0RRE,FALSE,1,1,1,1,1,SDL117731051,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0006/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0006/,DEFAULT,,,1599,23/01/2017 15:28,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHTS0030,BikeLED-5LED,,VKAMLIGHTS0030,FALSE,1,1,1,1,1,,LED Company China,Dummy Red,India,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHTS0030/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0031,BIKE LED - 4 LED,,VKAMLIGHT0031,FALSE,1,1,1,1,1,,LED Company China,Dummy Red,China,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0031/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0032,M2-PeacockLight,,VKAMLIGHT0032,FALSE,1,1,1,1,1,,LED Company China,Dummy Red,China,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0032/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0030,BikeLED-5LED,,VKAMLIGHT0030,FALSE,1,1,1,1,1,,LED Company China,Dummy Red,China,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0030/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0033,H4-RING LED,,VKAMLIGHT0033,FALSE,1,1,1,1,1,,LED Company China,Dummy Red,China,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0033/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0034,Car-DRL-8LED,,VKAMLIGHT0034,FALSE,1,1,1,1,1,SDL864744795,LED Company China,Dummy Red,China,Autofy,,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0034/,DEFAULT,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0035_Red-Blue,Autofy LED Universal Strobe Lights for All Bikes (Set of 2  Silver),2 Lights,VKAMLIGHT0035_Red-Blue,FALSE,120,90,30,50,Set of 2,,Autofy India,Silver,India,Autofy India,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0035_Red-Blue/MAIN.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0035_Red-Blue/,DEFAULT,,,999,30/03/2017 18:48,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0036,Autofy Black Aluminium 6 LED Universal Aux Foglight Bar for All Bikes,B01MFADKTX,B01MFADKTX,FALSE,1,1,1,1,1,,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0036/MAIN.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0036/,DEFAULT,,,1599,11/01/2017 10:04,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMCHROME_JUPITER,Autofy Headlight Tail Light Indicator Plate Chrome for TVS Jupiter (Set of 3),B01KLP22F4,B01KLP22F4,FALSE,1,1,1,1,Set,SDL320169628,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_JUPITER/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMCHROME_JUPITER/,DEFAULT,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0004,Autofy GRILL-HEADLIGHT Bike Headlight Grill,,VKAMGRILL0004,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0006,Autofy GRILL-SET-8 Bike Headlight Grill,,VKAMGRILL0006,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0005,Autofy GRILL-HEADLIGHT-TAILLIGHT-2 Bike Headlight Grill,,VKAMGRILL0005,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0001,Autofy GRILL-HEADLIGHT-CAP Bike Headlight Grill,,VKAMGRILL0001,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0002,Autofy GRILL-HEADLIGHT-TAILLIGHT-CAP-2 Bike Headlight Grill,,VKAMGRILL0002,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0003,Autofy GRILL-CAP-SET-8 Bike Headlight Grill,,VKAMGRILL0003,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRILL0007,Autofy GRILL-SET-PLASTIC-8 Bike Headlight Grill,,VKAMGRILL0007,FALSE,1,1,1,1,,,Autofy - India,Dummy Red,India,Autofy,,,,,,,,,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRIP0002,Autofy Black Red Rubber Universal Handle Grip for All Bikes (Set of 2),B01KLP1EVW,B01KLP1EVW,FALSE,1,1,1,1,Set of 2,SDL004270966,Grip Company China,Black & Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0002/,,,,599,12/01/2017 14:53,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRIP0003,Autofy Black Green Rubber Universal Handle Grip for All Bikes (Set of 2),B01KLP1EOE,B01KLP1EOE,FALSE,1,1,1,1,Set of 2,SDL005660522,Grip Company China,Black Green,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0003/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0003/,,,,599,06/02/2017 18:35,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0012,Autofy Black Square Aluminium 9 LED Universal Projector Fog Light for All Bikes,B01KLP1L9M,B01KLP1L9M,FALSE,1,1,1,1,1,SDL017476842,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0012/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0012/,,,,1299,06/02/2017 15:04,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0003_Black,Autofy U9 Black Universal Projector Fog Light for All Bikes,B01KLP0LSY,B01KLP0LSY,FALSE,1,1,1,1,1,SDL089926920,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0003_Black/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0003_Black/,,,,1599,04/02/2017 18:56,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMBAG0003,Autofy Side Bag Black and Red Metal Clip for All Bikes,B01KLP29QQ,B01KLP29QQ,FALSE,1,1,1,1,1,SDL091846159,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0003/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0003/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGUARD0002,Autofy Raptor Knee/Shin Guard Black Adjustable Plastic Free Size (Set of 2),B01KLP22LI,B01KLP22LI,FALSE,1,1,1,1,Set of 2,SDL096744851,Raptor-China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGUARD0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGUARD0002/,,,,1299,10/01/2017 18:21,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0018,Autofy Black 16LED Universal Side Indicator set for All Bikes (Set of 2),B01KLP1RE6,B01KLP1RE6,FALSE,1,1,1,1,Set of 2,SDL100839008,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0018/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0018/,,,,599,10/01/2017 10:02,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRIP0001,Autofy Black Blue Rubber Universal Handle Grip for All Bikes (Set of 2),B01KLP1EIK,B01KLP1EIK,FALSE,1,1,1,1,Set of 2,SDL133712203,Grip Company China,Black Blue,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0001/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0001/,,,,599,06/01/2017 17:04,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0029,Autofy Red Black Mastermind Skull Design Universal Laser Projector Light for All Bikes,B01KLP1W78,B01KLP1W78,FALSE,1,1,1,1,1,SDL194851685,LED Company China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0029/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0029/,,,,599,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0010,Autofy Black Round Aluminium 9 LED Universal Projector Fog Light for All Bikes,B01KLP1F0W,B01KLP1F0W,FALSE,1,1,1,1,1,SDL205196306,LED Company China,Black Round Aluminium,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0010/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0010/,,,,1299,09/01/2017 14:18,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0019,Autofy LED Universal Side Indicator Lamp for All Bikes (Set of 2),B01KLP1QUQ,B01KLP1QUQ,FALSE,1,1,1,1,Set of 2,SDL211150178,LED Company China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0019/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0019/,,,,699,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMBAG0010,Autofy Side Bag Yellow Printed Magnetic Clip for All Bikes,B01KLP2G64,B01KLP2G64,FALSE,1,1,1,1,1,SDL214088366,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0010/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0010/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0027,Autofy Blue Ring Universal Projector Fog Light for All Car Models,B01KLP1W7I,B01KLP1W7I,FALSE,1,1,1,1,1,SDL258978310,LED Company China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0027/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0027/,,,,999,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMFILTER0001,Autofy High Performance Universal Air Filter Red colour for All Bikes,B01KLP132M,B01KLP132M,FALSE,1,1,1,1,1,SDL260195900,Autofy - India,Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMFILTER0001/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMFILTER0001/,,,,699,10/01/2017 15:51,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGLOVES0002_S,Autofy Black Orange Pre-Curved Armour KTM Biking Gloves Small (S) Size (Set of 2),B01KLP0XP0,B01KLP0XP0,FALSE,1,1,1,1,Set of 2,SDL293350688,China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002_S/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGLOVES0002_M,Autofy Black Orange Pre-Curved Armour KTM Biking Gloves Medium (M) Size (Set of 2),B01KLP0XPU,B01KLP0XPU,FALSE,1,1,1,1,Set of 2,SDL298412549,China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002_M/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMSTICKER0003,Autofy Black Spine shaped Universal Petrol Tank Sticker Graphics for All Bikes,B01KLP12H8,B01KLP12H8,FALSE,1,1,1,1,1,SDL313210402,Autofy-India,Black,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMSTICKER0003/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMSTICKER0003/,,,,399,09/05/2017 12:22,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGLOVES0002_L,Autofy Black Orange Pre-Curved Armour KTM Biking Gloves Large (L) Size (Set of 2),B01KLP0XOG,B01KLP0XOG,FALSE,1,1,1,1,Set of 2,SDL321185320,China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002_L/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGLOVES0002_XL,Autofy Black Orange Pre-Curved Armour KTM Biking Gloves Extra Large (XL) Size (Set of 2),B01KLP1372,B01KLP1372,FALSE,1,1,1,1,Set of 2,SDL322364420,China,Dummy Red,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGLOVES0002_XL/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMBAG0005,Autofy Side Bag Black Plastic Clip for All Bikes,B01KLP29K2,B01KLP29K2,FALSE,1,1,1,1,1,SDL357251506,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0005/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0005/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0025,Autofy M6 LED Universal Headlight for All Bikes,B01KLP1W1Y,B01KLP1W1Y,FALSE,1,1,1,1,1,SDL361928660,LED Company China,white,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0025/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0025/,,,,1599,25/01/2017 18:07,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMBAG0009,Autofy Side Bag Black Yellow Printed Plastic Clip for All Bikes,B01KLP2GBE,B01KLP2GBE,FALSE,1,1,1,1,1,SDL386885035,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0009/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0009/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0035_Red-Red,"Autofy LED Universal Strobe Lights for All Bikes (Set of 2, Silver)",2 Lights,VKAMLIGHT0035_Red-Red,FALSE,120,90,30,50,Set of 2,,Autofy India,Silver,India,Autofy India,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0035_Red-Red/MAIN.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0035_Red-Red/,DEFAULT,,,999,07/03/2017 22:11,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0016,Autofy Chrome colour Skull Shape Blue LED Universal Side Indicator set for All Bikes (Set of 2),B01KLP1LCE,B01KLP1LCE,FALSE,1,1,1,1,Set of 2,SDL458734239,LED Company China,Chrome,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0016/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0016/,,,,1299,10/01/2017 18:31,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMBAG0011,Autofy Side Bag Red Printed Magnetic Clip for All Bikes,B01KLP2G78,B01KLP2G78,FALSE,1,1,1,1,1,SDL459056989,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0011/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMBAG0011/,,,,799,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMFILTER0002,Autofy High Performance Universal Air Filter Black colour for All Bikes,B01KLP13YU,B01KLP13YU,FALSE,1,1,1,1,1,SDL466272528,Autofy - India,Dummy Red,India,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMFILTER0002/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMFILTER0002/,,,,499,04/01/2017 19:10,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMLIGHT0013,Autofy U3 Black Projector with Blue Ring Universal Fog Light for All Bikes,B01KLP1LFG,B01KLP1LFG,FALSE,1,1,1,1,1,SDL472228685,LED Company China,Black,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0013/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMLIGHT0013/,,,,999,10/01/2017 19:51,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
VK_AU,VKAMGRIP0004,Autofy Black Foloroscent Green Universal Rubber Handle Grip for All Bikes (Set of 2),B01KLP1ET4,B01KLP1ET4,FALSE,1,1,1,1,Set of 2,SDL474935734,Grip Company China,Black & yellow,China,Autofy,,,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0004/1.jpg,http://sparrow.vendorskart.com/photos/VendorskartProductImages/VKAMGRIP0004/,,,,599,06/02/2017 18:42,Vendorskart_Automotive,TRUE,SIMPLE,,,,,0
